,Nome dependencia Administrativa,Codigo Rede,Diretoria de ensino,Categoria,Tipo Escola,CodigoEscola,Codigo MEC,Nome Escola,Codigo Municipio,Municipio,Bairro,Codigo Distrito,Distrito,CEP,Complemento,Endereco,Numero,Ddd,Fone1,Fone2,Email,Zona
1837,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,10273,35010273,MARIA ANDRE SCHUNCK DONA,299,EMBU-GUACU,CIPO GUACU,1,EMBU GUACU,6900000,RUA,RUA JOSE NOGUEIRA,22,11,46631202,46634026,E010273A@EDUCAAO.SP.GOV.BR,1
1838,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,902159,35902159,MARIA OLIMPIA DE SOUZA QUEIROZ MACIEL,370,ITAPECERICA DA SERRA,PARQUE SAO LOURENCO,1,ITAPECERICA DA SERRA,6864380,RUA,RUA ANTONIO QUERUBIM,256,11,46690357,46691112,E902159A@EDUCACAO.SP.GOV.BR,1
1839,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,10017,35010017,MARIANINHA QUEIROZ PROFESSORA,767,SAO LOURENCO DA SERRA,CENTRO,1,SAO LOURENCO DA SERRA,6890000,AVENIDA,PRACA DEZ DE AGOSTO,35,11,46861205,46862493,E010017A@EDUCACAO.SP.GOV.BR,1
1840,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,904181,35904181,MARIO FRANCISCO DE AMORIM,299,EMBU-GUACU,CHACARA FLORIDA,1,EMBU GUACU,6900000,,RUA SOLDADO PACIFICO CARVALHO MACHADO,50,11,46612614,46618836,E904181A@EDUCACAO.SP.GOV.BR,1
1841,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,40733,35040733,MASSAKO HIGASHIOKA PROFESSORA,370,ITAPECERICA DA SERRA,RECREIO CAMPESTRE,1,ITAPECERICA DA SERRA,6856020,RUA,RUA ARACATUBA,36,11,46664680,46679024,E040733A@EDUCACAO.SP.GOV.BR,1
1842,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,9982,35009982,MATILDE MARIA CREMM,370,ITAPECERICA DA SERRA,POTUVERA,1,ITAPECERICA DA SERRA,6882110,RUA,RUA SEBASTIAO PEREIRA DA SILVA,35,11,41471427,41471444,E009982A@EDUCACAO.SP.GOV.BR,1
1843,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,923308,35923308,NATERCIA CREMM DE MORAES PEDRO PROFESSORA,370,ITAPECERICA DA SERRA,PARQUE JANDAIA,1,ITAPECERICA DA SERRA,6866220,RUA,RUA MANDAGUARI,150,11,46693215,46693382,E923308A@EDUCACAO.SP.GOV.BR,1
1844,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,918817,35918817,NEIDE CELESTINA DE OLIVEIRA PROFA,299,EMBU-GUACU,R LAGOA GRANDE,1,EMBU GUACU,6900000,RUA,R.SEBASTIAO P.DE ANDRADE,91,11,46612560,46618491,E918817A@EDUCACAO.SP.GOV.BR,1
1845,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,44878,35044878,OLIVIA DE FARIA NOGUEIRA,299,EMBU-GUACU,SANTA ISABEL,1,EMBU GUACU,6900000,RUA,ROD JOSE SIMOES LOURO JR,46,11,46612619,46618490,E044878A@EDUCACAO.SP.GOV.BR,1
1846,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,10157,35010157,OREDO RODRIGUES DA CRUZ,410,JUQUITIBA,CENTRO,1,JUQUITIBA,6950000,RUA,AVENIDA 31 DE MARCO,111,11,46812596,46814664,E010157A@EDUCACAO.SP.GOV.BR,1
1847,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,10285,35010285,PASCHOAL CARLOS MAGNO,299,EMBU-GUACU,CENTRO,1,EMBU GUACU,6900000,RUA,AV CEL LUIZ TENORIO BRITO,1000,11,46611810,46618475,E010285A@EDUCACAO.SP.GOV.BR,1
1848,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,925615,35925615,PAULO DE CASTRO FERREIRA JUNIOR JORNALISTA,370,ITAPECERICA DA SERRA,PARQUE PARAISO,1,ITAPECERICA DA SERRA,6852335,RUA,RUA JORGE FADLO,SN,11,46667499,46678942,E925615A@EDUCACAO.SP.GOV.BR,1
1849,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,903048,35903048,PEDRA BRANCA,410,JUQUITIBA,JARDIM PALMEIRAS,1,JUQUITIBA,6950000,RUA,RUA DAS VIOLETAS,196,11,46832082,46839313,E903048A@EDUCACAO.SP.GOV.BR,1
1850,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,46541,35046541,PEDRO VILLAS BOAS DE SOUZA DOM,299,EMBU-GUACU,JARDIM CAMPESTRE,1,EMBU GUACU,6900000,RUA,RUA JOAO RIBEIRO CRAVO ROXO,S/Nº,11,46611926,46618470,E046541A@EDUCACAO.SP.GOV.BR,1
1851,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,9957,35009957,PORCINO RODRIGUES PROF,370,ITAPECERICA DA SERRA,OLARIA,1,ITAPECERICA DA SERRA,6859070,RUA,R MARIA APARECIDA PEIXOTO MARINHO BARBOSA,101,11,46678556,46681949,E009957A@EDUCACAO.SP.GOV.BR,1
1852,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,40721,35040721,SALVADOR DE LEONE,370,ITAPECERICA DA SERRA,POTUVERA,1,ITAPECERICA DA SERRA,6886510,RUA,NOVO ALVORECER ,1,11,41471347,41472083,E040721A@EDUCACAO.SP.GOV.BR,1
1853,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,9994,35009994,SEBASTIAO DE MORAES CARDOSO,370,ITAPECERICA DA SERRA,VL S MARIA,1,ITAPECERICA DA SERRA,6856760,RUA,R LISBOA,25,11,46664693,46679023,E009994A@EDUCACAO.SP.GOV.BR,1
1854,ESTADUAL - SE,10702,ITAPECERICA DA SERRA,1,8,906517,35906517,SOPHIA MARIA JANUARIA AMARAL,370,ITAPECERICA DA SERRA,PARQUE PARAISO,1,ITAPECERICA DA SERRA,6852620,RUA,RUA PENSILVANIA,2100,11,46666920,46679022,E906517A@EDUCACAO.SP.GOV.BR,1
1855,ESTADUAL - SE,20304,ITAPETININGA,1,8,15106,35015106,ABILIO FONTES PROF,371,ITAPETININGA,VILA ROSA,1,ITAPETININGA,18200560,RUA,JOAO BATISTA DE MACEDO MENDES DOUTOR,SN,15,32712392,32719018,E015106A@EDUCACAO.SP.GOV.BR,1
1856,ESTADUAL - SE,20304,ITAPETININGA,1,8,15088,35015088,ADHERBAL DE PAULA FERREIRA,371,ITAPETININGA,CENTRO,1,ITAPETININGA,18200160,AVENIDA,PEIXOTO GOMIDE ,126,15,32710418,,E015088A@EDUCACAO.SP.GOV.BR,1
1857,ESTADUAL - SE,20304,ITAPETININGA,1,8,70221,35070221,ALCEU GOMES DA SILVA PROF,371,ITAPETININGA,VILA RIO BRANCO,1,ITAPETININGA,18208080,AVENIDA,ANTONIO BRUNETTI PADRE,1800,15,32752396,32752534,E070221A@EDUCACAO.SP.GOV.BR    ,1
1858,ESTADUAL - SE,20304,ITAPETININGA,1,8,16494,35016494,ALTINA MAYNARDES ARAUJO PROFA,687,TATUI,BOQUEIRAO,1,TATUI,18270360,RUA,RUA TEOFILO ANDRADE GAMA,800,15,32052737,32512733,E016494A@EDUCACAO.SP.GOV.BR,1
1859,ESTADUAL - SE,20304,ITAPETININGA,1,8,14459,35014459,ANTONIO LUIZ DUARTE,506,PARANAPANEMA,CENTRO,1,PARANAPANEMA,18720000,RUA,RUA JOAQUIM VIEIRA DE MEDEIROS,1134,14,37131055,37131391,E014459A@EDUCACAO.SP.GOV.BR,1
1860,ESTADUAL - SE,20304,ITAPETININGA,1,8,16676,35016676,ARY DE ALMEIDA SINISGALLI PROF,687,TATUI,VILA ESPERANCA,1,TATUI,18278003,RUA,CECILIO BONEDER ,428,15,32052736,32511515,E016676A@EDUCACAO.SP.GOV.BR,1
1861,ESTADUAL - SE,20304,ITAPETININGA,1,8,908236,35908236,ASTOR VASQUES LOPES PROF,371,ITAPETININGA,JARDIM BRASIL,1,ITAPETININGA,18214500,RUA,RUA ANTONIO SOARES DA SILVA,180,15,32731140,32734080,E908236A@EDUCACAO.SP.GOV.BR,1
1862,ESTADUAL - SE,20304,ITAPETININGA,1,8,49293,35049293,ATALIBA JULIO DE OLIVEIRA PROF,371,ITAPETININGA,VILA NOVA ITAPETININGA,1,ITAPETININGA,18203300,AVENIDA,JOSE SANTANA DE OLIVEIRA ,116,15,32711200,32718157,E049293A@EDUCACAO.SP.GOV.BR,1
1863,ESTADUAL - SE,20304,ITAPETININGA,1,8,16627,35016627,BARAO DE SURUI,687,TATUI,CENTRO,1,TATUI,18270380,PRACA,PRACA PAULO SETUBAL,101,15,32052725,32514223,E016627A@EDUCACAO.SP.GOV.BR,1
1864,ESTADUAL - SE,20304,ITAPETININGA,1,8,15039,35015039,BERNARDES JUNIOR DESEMBARGADOR,371,ITAPETININGA,VILA ARRUDA,1,ITAPETININGA,18212198,RUA,ITAPETININGA ,51,15,32710580,32712500,E015039A@EDUCACAO.SP.GOV.BR                    ,1
1865,ESTADUAL - SE,20304,ITAPETININGA,1,8,70117,35070117,CARLOS EDUARDO MATTARAZZO CARREIRA PROF,371,ITAPETININGA,JARDIM BRASIL,1,ITAPETININGA,18214500,RUA,RUA ANTONIO SOARES DA SILVA,170,15,32733079,32733422,E070117A@EDUCACAO.SP.GOV.BR,1
1866,ESTADUAL - SE,20304,ITAPETININGA,1,8,15003,35015003,CASTANHO DE ALMEIDA CEL,333,GUAREI,CENTRO,1,GUAREI,18250000,RUA,RUA CORONEL ANDRADE,152,15,32581164,,E015003A@EDUCACAO.SP.GOV.BR,1
1867,ESTADUAL - SE,20304,ITAPETININGA,2,6,459288,35459288,CEL JTO A EE CHICO PEREIRA,687,TATUI,CENTRO,1,TATUI,18275010,RUA,SANTO ANTONIO,2489,15,32052255,32511545,E016339A@EDUCACAO.SP.GOV.BR,1
1868,ESTADUAL - SE,20304,ITAPETININGA,2,6,444339,35444339,CEL JTO A EE PEIXOTO GOMIDE,371,ITAPETININGA,CENTRO,1,ITAPETININGA,18201600,RUA,AVENIDA PEIXOTO GOMIDE,198,15,32731866,32732143,ERNESTINA.XAVIER@HOTMAIL.COM,1
1869,ESTADUAL - SE,20304,ITAPETININGA,2,34,290555,35290555,CENTRO ATEND SOCIO-ED ADOLESC ITAPETININGA-ESPERANCA-CI,371,ITAPETININGA,VILA BELO HORIZONTE,1,ITAPETININGA,18211265,RODOVIA,GLADYS BERNARDES MINHOTO ,KM 63,15,33923152,34721100,CASAESPERANCA@CASA.SP.GOV.BR,2
1870,ESTADUAL - SE,20304,ITAPETININGA,2,15,453493,35453493,CENTRO DE RESSOCIALIZAÇÃO DE ITAPETININGA,371,ITAPETININGA,VILA BELO HORIZONTE,1,ITAPETININGA,18211265,RODOVIA,GLADYS BERNARDES MINHOTO ,63,15,32758349,,DEUSACAP@HOTMAIL.COM,2
1871,ESTADUAL - SE,20304,ITAPETININGA,1,8,16639,35016639,CHICO PEREIRA,687,TATUI,CENTRO,1,TATUI,18275010,RUA,ANTONIO SANTO,249,15,32052255,32511545,E016639A@EDUCACAO.SP.GOV.BR,1
1872,ESTADUAL - SE,20304,ITAPETININGA,1,8,15180,35015180,CORINA CACAPAVA BARTH PROFA,371,ITAPETININGA,VILA JUDITH,1,ITAPETININGA,18200358,RUA,RUA DOUTOR COUTINHO,1370,15,32731268,32733092,E015180A@EDUCACAO.SP.GOV.BR,1
1873,ESTADUAL - SE,20304,ITAPETININGA,1,8,15143,35015143,DARCY VIEIRA,371,ITAPETININGA,VILA BARTH,1,ITAPETININGA,18205590,RUA,FRANCISCO RODRIGUES JUNIOR ,289,15,32710900,32718563,E015143A@EDUCACAO.SP.GOV.BR,1
1874,ESTADUAL - SE,20304,ITAPETININGA,1,8,923035,35923035,DEOCLES VIEIRA DE CAMARGO PROF,687,TATUI,CENTRO,1,TATUI,18275050,RUA,SETE DE MAIO ,828,15,32052735,32511115,E923035A@EDUCACAO.SP.GOV.BR,1
1875,ESTADUAL - SE,20304,ITAPETININGA,1,8,36912,35036912,EDUARDO SOARES PROF,732,ALAMBARI,CENTRO,1,ALAMBARI,18220000,RUA,IDIARTE MACIEL,SN,15,32741157,32741327,E036912A@EDUCACAO.SP.GOV.BR,1
1876,ESTADUAL - SE,20304,ITAPETININGA,1,8,43965,35043965,ELISIARIO MARTINS DE MELLO PROF,371,ITAPETININGA,VILA REGINA,1,ITAPETININGA,18209290,RUA,RUA ENGENHEIRO CAIO DIAS BATISTA,240,15,32711150,32711311,E043965A@EDUCACAO.SP.GOV.BR  ,1
1877,ESTADUAL - SE,20304,ITAPETININGA,1,8,15209,35015209,ERNESTA XAVIER RABELO ORSI PROFA,371,ITAPETININGA,JARDIM ITALIA,1,ITAPETININGA,18201600,RUA,RUA JUVENAL ROLIN CYRENEU,42,15,32731866,32732143,E015209A@EDUCACAO.SP.GOV.BR,1
1878,ESTADUAL - SE,20304,ITAPETININGA,1,8,46899,35046899,ERNESTINA LOUREIRO MIRANDA PROFA,371,ITAPETININGA,VILA BELO HORIZONTE,1,ITAPETININGA,18211180,RUA,SANTINO LEME DE ALMEIDA ,S/N,15,32719330,32725803,E046899A@EDUCACAO.SP.GOV.BR,1
1879,ESTADUAL - SE,20304,ITAPETININGA,1,8,918519,35918519,EURINY DE SOUZA VIEIRA PROFA,371,ITAPETININGA,CHAPADINHA,1,ITAPETININGA,18206800,ESTRADA,ESTRADA MUNICIPAL JOSE CORREA DE MORAES,225,15,32724880,32726111,E918519A@EDUCACAO.SP.GOV.BR,1
1880,ESTADUAL - SE,20304,ITAPETININGA,1,8,910557,35910557,EVONIO MARQUES PROF,371,ITAPETININGA,VARGINHA,1,ITAPETININGA,18200000,,BAIRRO DA VARGINHA,SN,15,32071094,,E910557A@EDUCACAO.SP.GOV.BR,2
1881,ESTADUAL - SE,20304,ITAPETININGA,1,8,45251,35045251,EZEQUIEL CASTANHO PROF,333,GUAREI,CENTRO,1,GUAREI,18250000,RUA,PRACA CORONEL ANIBAL CASTANHO,288,15,32581233,,E045251A@EDUCACAO.SP.GOV.BR,1
1882,ESTADUAL - SE,20304,ITAPETININGA,1,8,916432,35916432,FERNANDO GUEDES DE MORAES PROF,687,TATUI,JARDIM LUCILA,1,TATUI,18277012,RUA,RUA DOUTOR ANTONIO JARBAS VEIGA DE BARROS,205,15,32052733,32517300,E916432A@EDUCACAO.SP.GOV.BR,1
1883,ESTADUAL - SE,20304,ITAPETININGA,1,8,15064,35015064,FERNANDO PRESTES CEL,371,ITAPETININGA,CENTRO,1,ITAPETININGA,18200160,AVENIDA,PEIXOTO GOMIDE ,250,15,32710400,32717994,E015064A@EDUCACAO.SP.GOV.BR,1
1884,ESTADUAL - SE,20304,ITAPETININGA,1,8,15124,35015124,FLORA PRESTES CESAR PROFA,658,SARAPUI,CENTRO,1,SARAPUI,18225000,RUA,RUA NOSSA SENHORA DAS DORES,390,15,32761165,32761364,E015124A@EDUCACAO.SP.GOV.BR,1
1885,ESTADUAL - SE,20304,ITAPETININGA,1,8,15192,35015192,FONSECA MAJOR,371,ITAPETININGA,CENTRO,1,ITAPETININGA,18200013,RUA,RUA VENANCIO AYRES,108,15,32722876,32725668,E015192A@EDUCACAO.SP.GOV.BR,1
1886,ESTADUAL - SE,20304,ITAPETININGA,1,8,15027,35015027,FORTUNATO DE CAMARGO DR,171,ANGATUBA,CENTRO,1,ANGATUBA,18240000,RUA,RUA IRMAOS BASILE,527,15,32551088,32551544,E015027A@EDUCACAO.SP.GOV.BR,1
1887,ESTADUAL - SE,20304,ITAPETININGA,1,8,14667,35014667,HOLAMBRA II,506,PARANAPANEMA,DAS POSSES,1,PARANAPANEMA,18725000,,RUA DOS PINUS,55,14,37691190,37691813,E014667A@EDUCACAO.SP.GOV.BR,2
1888,ESTADUAL - SE,20304,ITAPETININGA,1,8,14990,35014990,IVENS VIEIRA,171,ANGATUBA,CENTRO,1,ANGATUBA,18240970,,RUA MAJOR PEREIRA DE MORAES,1228,15,32551067,32551266,E014990A@EDUCACAO.SP.GOV.BR,1
1889,ESTADUAL - SE,20304,ITAPETININGA,1,8,900285,35900285,JAIR BARTH PROF,371,ITAPETININGA,JARDIM BELA VISTA,1,ITAPETININGA,18207720,RUA,JOSE SIDNEY DA CUNHA DOUTOR,SN,15,32711250,32719171,E900285A@EDUCACAO.SP.GOV.BR,1
1890,ESTADUAL - SE,20304,ITAPETININGA,1,8,905288,35905288,JOSE BALTAZAR DE SOUZA,650,SAO MIGUEL ARCANJO,GRAMADAO,1,SAO MIGUEL ARCANJO,18230000,RUA,RUA JOSE ANTONIO VIEIRA,300,15,32796136,32796188,E905288A@EDUCACAO.SP.GOV.BR,2
1891,ESTADUAL - SE,20304,ITAPETININGA,1,8,924076,35924076,JOSE CELSO DE MELLO PROF,687,TATUI,CONJUNTO HABITACIONAL ORLANDO LISBOA DE ALMEIDA,1,TATUI,18277390,PREDIO,ALBERTO QUINTO LABRONICE DOUTOR,62,15,32512129,32518721,E924076A@EDUCACAO.SP.GOV.BR,1
1892,ESTADUAL - SE,20304,ITAPETININGA,1,8,43394,35043394,JOSE DA CONCEICAO HOLTZ PROF,371,ITAPETININGA,GRAMADINHO,3,GRAMADINHO,18218000,RUA,RUA FRANCISCO ALMEIDA MELO,143,15,32072122,32072133,E043394A@EDUCACAO.SP.GOV.BR,2
1893,ESTADUAL - SE,20304,ITAPETININGA,1,8,46905,35046905,JUVENAL PAIVA PEREIRA PROF,371,ITAPETININGA,TUPY,1,ITAPETININGA,18207818,ESTRADA ESTADUAL SP 268,PEDRO LOPES DE ALMEIDA ,211,15,33725103,,E046905A@EDUCACAO.SP.GOV.BR   ,2
1894,ESTADUAL - SE,20304,ITAPETININGA,1,8,903309,35903309,LIENETTE AVALONE RIBEIRO PROFA,687,TATUI,PARQUE SANTA MARIA,1,TATUI,18271750,RUA,LICINIO ALVES DA CRUZ PROFESSOR,140,15,32052730,32516311,E903309A@EDUCACAO.SP.GOV.BR,1
1895,ESTADUAL - SE,20304,ITAPETININGA,1,8,919822,35919822,MARIA DE LOURDES BARREIROS CARVALHO PROFA,371,ITAPETININGA,VILA POPULAR,1,ITAPETININGA,18213170,AVENIDA,WENCESLAU BRAZ,SN,15,32733540,32734251,E919822A@EDUCACAO.SP.GOV.BR,1
1896,ESTADUAL - SE,20304,ITAPETININGA,1,8,921750,35921750,MARIA ELISA DE OLIVEIRA PROFA,650,SAO MIGUEL ARCANJO,CENTRO,1,SAO MIGUEL ARCANJO,18230000,RUA,RUA CORONEL FERNANDO PRESTES,460,15,32791129,32792099,E921750A@EDUCACAO.SP.GOV.BR,1
1897,ESTADUAL - SE,20304,ITAPETININGA,1,8,49311,35049311,MARIA FRANCISCA DEOCLECIO ARRIVABENE PROFA,650,SAO MIGUEL ARCANJO,COHAB,1,SAO MIGUEL ARCANJO,18230000,RUA,RUA CAMILO MOYSES,150,15,32791612,32791656,E049311A@EDUCACAO.SP.GOV.BR    ,1
1898,ESTADUAL - SE,20304,ITAPETININGA,1,8,908290,35908290,MARIA IMACULADA CERQUEIRA BORHER PROFA,658,SARAPUI,VILA SAO JOAO,1,SARAPUI,18225000,RUA,RUA GABRIEL TADEU ANTUNES MEDEIROS,67,15,32761202,,E908290A@EDUCACAO.SP.GOV.BR,1
1899,ESTADUAL - SE,20304,ITAPETININGA,1,8,46917,35046917,MASSANORI KARAZAWA,650,SAO MIGUEL ARCANJO,BAIRRO COLONIAL PINHAL,1,SAO MIGUEL ARCANJO,18230000,RUA,ESTRADA VICINAL KUNIHEI ARIGA,SN,15,997350985,,E046917A@EDUCACAO.SP.GOV.BR,2
1900,ESTADUAL - SE,20304,ITAPETININGA,1,8,15246,35015246,MODESTO TAVARES DE LIMA PROF,371,ITAPETININGA,JARDIM PAULISTA,1,ITAPETININGA,18214385,RUA,RUA ACACIO DE MORAES TERRA,376,15,32732076,33769930,E015246A@EDUCACAO.SP.GOV.BR,1
1901,ESTADUAL - SE,20304,ITAPETININGA,1,8,15258,35015258,NESTOR FOGACA,650,SAO MIGUEL ARCANJO,CENTRO,1,SAO MIGUEL ARCANJO,18230000,RUA,RUA RUI BARBOSA,322,15,32791320,,E015258A@EDUCACAO.SP.GOV.BR,1
1902,ESTADUAL - SE,20304,ITAPETININGA,1,8,903197,35903197,ORESTES ORIS DE ALBUQUERQUE PROF,171,ANGATUBA,JARDIM INGA,1,ANGATUBA,18240000,RUA,RUA JONAS VILKAS,47,15,32551594,32551662,E903197A@EDUCACAO.SP.GOV.BR,1
1903,ESTADUAL - SE,20304,ITAPETININGA,1,8,15040,35015040,PEIXOTO GOMIDE,371,ITAPETININGA,CENTRO,1,ITAPETININGA,18200160,AVENIDA,PEIXOTO GOMIDE ,198,15,32710404,,E015040A@EDUCACAO.SP.GOV.BR,1
1904,ESTADUAL - SE,20304,ITAPETININGA,2,15,453523,35453523,PENITENCIARIA I DE GUAREI,333,GUAREI,CAPELA VELHA,1,GUAREI,18250000,KM 11,ESTRADA VICINAL DOMICIANO ,SN,15,32581843,,PLENS_LU@HOTMAIL.COM,2
1905,ESTADUAL - SE,20304,ITAPETININGA,2,15,454709,35454709,PENITENCIARIA II DE GUAREI,333,GUAREI,CAPELA VELHA,1,GUAREI,18250000,KM 11,ESTRADA VICINAL DOMICIANO DE SOUZA,SN,15,32582220,,PLENS_LU@HOTMAIL.COM,2
1906,ESTADUAL - SE,20304,ITAPETININGA,2,15,453717,35453717,PENITENCIARIA II DE ITAPETININGA,371,ITAPETININGA,CAPAO ALTO,1,ITAPETININGA,18211265,KM 63,RODOVIA GLADYS BERNARDES MINHOTO,SN,15,32757882,32757888,DEUSACAP@HOTMAIL.COM,2
1907,ESTADUAL - SE,20304,ITAPETININGA,2,15,453584,35453584,PENITENCIARIA JAIRO DE ALMEIDA BUENO,371,ITAPETININGA,VILA BELO HORIZONTE,1,ITAPETININGA,18211265,KM 63,GLADYS BERNARDES MINHOTO ,SN,15,32758330,,DEUSACAP@HOTMAIL.COM,2
1908,ESTADUAL - SE,20304,ITAPETININGA,1,8,905239,35905239,PERICLES GALVAO PROF,371,ITAPETININGA,CHAPADA GRANDE,1,ITAPETININGA,18206800,ESTRADA,ESTRADA JOSE CORREA DE MORAES,SN,15,33737503,33737557,E905239A@EDUCACAO.SP.GOV.BR,1
1909,ESTADUAL - SE,20304,ITAPETININGA,1,8,15210,35015210,RENATO DA ROCHA MIRANDA,741,CAMPINA DO MONTE ALEGRE,CENTRO,1,CAMPINA DO MONTE ALEGRE,18245000,RUA,RUA PRUDENTE ALVES,SN,15,32561178,32561210,E015210A@EDUCACAO.SP.GOV.BR,1
1910,ESTADUAL - SE,20304,ITAPETININGA,1,8,38921,35038921,SADAMITA IVASSAKI,650,SAO MIGUEL ARCANJO,ABAITINGA,1,SAO MIGUEL ARCANJO,18230000,RUA,RUA GENTIL CAMARGO,283,15,32790560,,E038921A@EDUCACAO.SP.GOV.BR,2
1911,ESTADUAL - SE,20304,ITAPETININGA,1,8,15097,35015097,SEBASTIAO PINTO PROF,371,ITAPETININGA,VILA SANTANA,1,ITAPETININGA,18210026,RUA,RUBENS VIEIRA DA SILVA,SN,15,32712550,,E015097A@EDUCACAO.SP.GOV.BR,1
1912,ESTADUAL - SE,20304,ITAPETININGA,1,8,15052,35015052,SEBASTIAO VILLACA PROF,371,ITAPETININGA,VILA RIO BRANCO,1,ITAPETININGA,18208080,AVENIDA,ANTONIO BRUNETTI PADRE,933,15,32712707,32724770,E015052A@EDUCACAO.SP.GOV.BR,1
1913,ESTADUAL - SE,20304,ITAPETININGA,1,8,905343,35905343,SEMIRAMIS TURELLI AZEVEDO PROFA,687,TATUI,JARDIM TOKIO,1,TATUI,18279580,RUA,GLADYS BERNARDES MINHOTO DONA,411,15,32052726,32514632,E905343A@EDUCACAO.SP.GOV.BR,1
1914,ESTADUAL - SE,20304,ITAPETININGA,1,8,15155,35015155,VIRGILIO SILVEIRA PROF,371,ITAPETININGA,RECHA,5,RECHAN,18217000,PRACA,RUA JOAO GALDINO DE CAMARGO,203,15,32703127,33073207,E015155A@EDUCACAO.SP.GOV.BR,2
1915,ESTADUAL - SE,20305,ITAPEVA,1,36,905227,35905227,AGROVILA I,372,ITAPEVA,13 DE MAIO,1,ITAPEVA,18400970,,FAZENDA PIRITUBA,SN,,,,E905227A@EDUCACAO.SP.GOV.BR,2
1916,ESTADUAL - SE,20305,ITAPEVA,1,8,49323,35049323,ANTONIO DEFFUNE DOUTOR,372,ITAPEVA,ALTO DA BRANCAL,1,ITAPEVA,18400970,,RUA L,60,15,35267271,,E049323A@EDUCACAO.SP.GOV.BR,2
1917,ESTADUAL - SE,20305,ITAPEVA,1,8,15118,35015118,ARLINDO VIEIRA PADRE,251,CAPAO BONITO,CENTRO,1,CAPAO BONITO,18300410,RUA,RUA CAMPOS SALLES,1141,15,35421018,35421530,E015118A@EDUCACAO.SP.GOV.BR,1
1918,ESTADUAL - SE,20305,ITAPEVA,1,8,915075,35915075,BAIRRO BOA VISTA INTERVALES,763,RIBEIRAO GRANDE,BOA VISTA INTERVALES,1,RIBEIRAO GRANDE,18315000,RUA,BAIRRO BOA VISTA,SN,15,34446100,,E915075A@EDUCACAO.SP.GOV.BR,2
1919,ESTADUAL - SE,20305,ITAPEVA,1,8,915087,35915087,BAIRRO FERREIRA DOS MATOS,763,RIBEIRAO GRANDE,FERREIRA DOS MATOS,1,RIBEIRAO GRANDE,18315000,RUA,BAIRRO FERREIRA DOS MATOS,SN,15,35446226,,E915087A@EDUCACAO.SP.GOV.BR,2
1920,ESTADUAL - SE,20305,ITAPEVA,1,8,926036,35926036,BAIRRO TURVO DOS ALMEIDAS,251,CAPAO BONITO,TURVO DOS ALMEIDAS,1,CAPAO BONITO,18300990,,BAIRRO TURVO DOS ALMEIDAS,SN,15,33797199,,E926036A@EDUCACAO.SP.GOV.BR,2
1921,ESTADUAL - SE,20305,ITAPEVA,2,6,388300,35388300,CEL JTO A EE NICOTA SOARES,372,ITAPEVA,JARDIM BELVEDERE,1,ITAPEVA,18400000,,RUA ROSELANDIA,SN,15,35223077,,E015489A@EDUCACAO.SP.GOV.BR,1
1922,ESTADUAL - SE,20305,ITAPEVA,2,6,459495,35459495,CEL JTO A EE RAUL VENTURELLI DR,251,CAPAO BONITO,JARDIM CRUZEIRO,1,CAPAO BONITO,18305485,RUA,YOITI IKEDA ,170,15,53542113,,MARGARETHFERREIRARODRIGUES@YAHOO.COM.BR,1
1923,ESTADUAL - SE,20305,ITAPEVA,1,8,39731,35039731,CELIA VASQUES FERRARI DUCH PROFESSORA,769,TAQUARIVAI,CENTRO,1,TAQUARIVAI,18425000,RODOVIA,RUA BENEDITO PAULINO NOGUEIRA,SN,15,35341192,,E039731A@EDUCACAO.SP.GOV.BR,1
1924,ESTADUAL - SE,20305,ITAPEVA,1,8,35348,35035348,CINIRA DANIEL DA SILVA PROFESSORA,372,ITAPEVA,GUARIZINHO,3,GUARIZINHO,18420000,RUA,MARTINHO DANIEL DA SILVA,80,15,35231137,,E035348A@EDUCACAO.SP.GOV.BR,2
1925,ESTADUAL - SE,20305,ITAPEVA,1,8,15568,35015568,FRANCELINA FRANCO PROFESSORA,229,BURI,CENTRO,1,BURI,18290000,RUA,RUA OLIMPIO NOGUEIRA,135,15,35461242,35461865,E015568A@EDUCACAO.SP.GOV.BR,1
